Codice Prodotto,Nome Prodotto,Categoria,Prezzo
P00549,Lite Telefonia 586,Telefonia,970.47
P00550,Smart Sport 992,Sport,247.56
P00551,Pro Elettrodomestici 254,Elettrodomestici,1893.37
P00552,Air Automotive 51,Automotive,1442.1
P00553,Max Informatica 791,Informatica,1348.33
P00554,Pro Arredamento 521,Arredamento,370.33
P00555,Max Giardinaggio 152,Giardinaggio,392.23
P00556,Max Informatica 625,Informatica,1588.59
P00557,Eco Arredamento 869,Arredamento,340.56
P00558,Ultra Giardinaggio 142,Giardinaggio,1597.13
P00559,Mini Sport 480,Sport,350.89
P00560,Air Abbigliamento 722,Abbigliamento,1601.53
P00561,Plus Sport 997,Sport,630.45
P00562,Pro Abbigliamento 927,Abbigliamento,345.68
P00563,Ultra Arredamento 562,Arredamento,1049.73
P00564,Mini Automotive 327,Automotive,1869.34
P00565,Ultra Abbigliamento 459,Abbigliamento,369.81
P00566,Lite Arredamento 914,Arredamento,369.13
P00567,Lite Abbigliamento 552,Abbigliamento,403.3
P00568,Eco Bellezza 171,Bellezza,1264.78
P00569,Plus Sport 286,Sport,1462.6
P00570,Plus Elettrodomestici 81,Elettrodomestici,1090.2
P00571,Prime Arredamento 548,Arredamento,10.55
P00572,Smart Elettrodomestici 683,Elettrodomestici,1939.22
P00573,Prime Elettrodomestici 557,Elettrodomestici,1827.78
P00574,Prime Elettrodomestici 88,Elettrodomestici,1454.11
P00575,Prime Elettrodomestici 886,Elettrodomestici,1262.17
P00576,Eco Giardinaggio 938,Giardinaggio,1816.17
P00577,Plus Informatica 92,Informatica,95.3
P00578,Plus Sport 336,Sport,1686.43
P00579,Air Automotive 975,Automotive,1163.61
P00580,Prime Abbigliamento 237,Abbigliamento,145.01
P00581,Max Elettrodomestici 187,Elettrodomestici,1005.08
P00582,Prime Arredamento 847,Arredamento,12.62
P00583,Lite Giardinaggio 464,Giardinaggio,956.0
P00584,Pro Abbigliamento 249,Abbigliamento,1261.8
P00585,Prime Elettrodomestici 905,Elettrodomestici,1131.62
P00586,Air Sport 301,Sport,47.12
P00587,Smart Abbigliamento 366,Abbigliamento,1452.66
P00588,Pro Giardinaggio 132,Giardinaggio,1174.98
P00589,Eco Automotive 354,Automotive,1498.77
P00590,Ultra Informatica 782,Informatica,974.0
P00591,Lite Informatica 971,Informatica,1340.56
P00592,Lite Abbigliamento 451,Abbigliamento,616.81
P00593,Prime Giardinaggio 665,Giardinaggio,1185.45
P00594,Pro Sport 518,Sport,407.05
P00595,Mini Elettrodomestici 582,Elettrodomestici,518.38
P00596,Max Giardinaggio 109,Giardinaggio,1459.49
P00597,Smart Automotive 174,Automotive,1636.59
P00598,Smart Telefonia 170,Telefonia,781.67
P00599,Prime Telefonia 23,Telefonia,1403.38
P00600,Pro Bellezza 630,Bellezza,479.78
P00601,Eco Abbigliamento 171,Abbigliamento,734.14
P00602,Prime Abbigliamento 322,Abbigliamento,1293.38
P00603,Prime Informatica 662,Informatica,1838.31
P00604,Mini Automotive 993,Automotive,872.45
P00605,Max Bellezza 944,Bellezza,1450.71
P00606,Eco Giochi 32,Giochi,585.35
P00607,Smart Telefonia 599,Telefonia,1471.17
P00608,Lite Arredamento 308,Arredamento,658.0
P00609,Mini Telefonia 141,Telefonia,1141.46
P00610,Air Abbigliamento 397,Abbigliamento,1789.17
P00611,Pro Informatica 81,Informatica,763.96
P00612,Lite Elettrodomestici 894,Elettrodomestici,561.04
P00613,Smart Elettrodomestici 851,Elettrodomestici,469.01
P00614,Smart Giardinaggio 921,Giardinaggio,13.69
P00615,Plus Abbigliamento 404,Abbigliamento,1244.0
P00616,Mini Bellezza 428,Bellezza,77.5
P00617,Max Elettrodomestici 395,Elettrodomestici,1543.85
P00618,Lite Automotive 53,Automotive,460.46
P00619,Air Telefonia 345,Telefonia,785.49
P00620,Ultra Telefonia 266,Telefonia,21.95
P00621,Pro Arredamento 764,Arredamento,1908.3
P00622,Air Bellezza 465,Bellezza,5.98
P00623,Air Arredamento 670,Arredamento,1604.53
P00624,Eco Sport 869,Sport,1307.73
P00625,Eco Sport 443,Sport,1784.51
P00626,Max Elettrodomestici 629,Elettrodomestici,1593.66
P00627,Pro Automotive 720,Automotive,1802.56
P00628,Ultra Abbigliamento 212,Abbigliamento,1606.65
P00629,Lite Giochi 673,Giochi,92.2
P00630,Mini Arredamento 15,Arredamento,9.43
P00631,Smart Sport 691,Sport,1391.92
P00632,Ultra Abbigliamento 705,Abbigliamento,1963.69
P00633,Mini Giardinaggio 489,Giardinaggio,1509.5
P00634,Mini Abbigliamento 917,Abbigliamento,412.84
P00635,Mini Sport 118,Sport,210.69
P00636,Prime Giardinaggio 955,Giardinaggio,802.75
P00637,Smart Automotive 193,Automotive,679.77
P00638,Lite Automotive 392,Automotive,579.25
P00639,Smart Giardinaggio 200,Giardinaggio,874.7
P00640,Ultra Sport 479,Sport,944.3
P00641,Eco Arredamento 216,Arredamento,117.46
P00642,Pro Giardinaggio 135,Giardinaggio,797.87
P00643,Smart Giochi 750,Giochi,1804.61
P00644,Ultra Bellezza 257,Bellezza,1107.96
P00645,Pro Abbigliamento 195,Abbigliamento,1141.66
P00646,Ultra Abbigliamento 273,Abbigliamento,1892.39
P00647,Eco Telefonia 306,Telefonia,1277.41
P00648,Prime Bellezza 742,Bellezza,1487.24
P00649,Pro Telefonia 156,Telefonia,317.72
P00650,Plus Telefonia 810,Telefonia,29.44
P00651,Eco Abbigliamento 643,Abbigliamento,992.28
P00652,Plus Giochi 933,Giochi,1764.04
P00653,Mini Giochi 451,Giochi,1465.54
P00654,Ultra Arredamento 16,Arredamento,650.23
P00655,Air Giardinaggio 374,Giardinaggio,1051.42
P00656,Eco Giochi 734,Giochi,167.6
P00657,Plus Arredamento 47,Arredamento,1477.87
P00658,Air Giardinaggio 482,Giardinaggio,926.73
P00659,Prime Giochi 208,Giochi,131.48
P00660,Pro Giochi 543,Giochi,426.48
P00661,Prime Elettrodomestici 475,Elettrodomestici,1104.79
P00662,Plus Automotive 687,Automotive,186.02
P00663,Pro Informatica 233,Informatica,219.58
P00664,Prime Abbigliamento 106,Abbigliamento,1794.64
P00665,Max Informatica 106,Informatica,1561.38
P00666,Lite Bellezza 947,Bellezza,531.27
P00667,Lite Elettrodomestici 370,Elettrodomestici,1722.39
P00668,Mini Telefonia 649,Telefonia,743.8
P00669,Ultra Bellezza 446,Bellezza,1986.43
P00670,Max Elettrodomestici 538,Elettrodomestici,651.69
P00671,Pro Arredamento 329,Arredamento,519.31
P00672,Prime Informatica 150,Informatica,759.61
P00673,Smart Elettrodomestici 533,Elettrodomestici,115.71
P00674,Pro Giardinaggio 616,Giardinaggio,1056.21
P00675,Pro Giochi 316,Giochi,1069.64
P00676,Max Automotive 237,Automotive,337.83
P00677,Pro Abbigliamento 54,Abbigliamento,1649.95
P00678,Eco Informatica 727,Informatica,1471.59
P00679,Pro Informatica 290,Informatica,1711.29
P00680,Smart Automotive 315,Automotive,312.48
P00681,Plus Automotive 638,Automotive,550.45
P00682,Max Giochi 972,Giochi,743.31
P00683,Smart Arredamento 802,Arredamento,605.83
P00684,Prime Arredamento 252,Arredamento,274.56
P00685,Eco Giochi 315,Giochi,418.14
P00686,Eco Sport 954,Sport,797.33
P00687,Ultra Informatica 97,Informatica,564.43
P00688,Pro Telefonia 107,Telefonia,1490.76
P00689,Ultra Giardinaggio 906,Giardinaggio,1876.23
P00690,Pro Automotive 492,Automotive,1369.59
P00691,Prime Arredamento 115,Arredamento,1456.59
P00692,Ultra Sport 244,Sport,1612.82
P00693,Max Abbigliamento 462,Abbigliamento,1826.18
P00694,Mini Bellezza 883,Bellezza,1241.6
P00695,Prime Giardinaggio 654,Giardinaggio,238.12
P00696,Lite Elettrodomestici 664,Elettrodomestici,1883.3
P00697,Pro Automotive 953,Automotive,754.98
P00698,Pro Automotive 674,Automotive,1579.71
P00699,Mini Giardinaggio 27,Giardinaggio,1154.63
P00700,Air Abbigliamento 866,Abbigliamento,212.53
P00701,Lite Arredamento 453,Arredamento,1770.31
P00702,Plus Bellezza 123,Bellezza,1006.01
P00703,Max Arredamento 733,Arredamento,1053.94
P00704,Smart Bellezza 544,Bellezza,1746.14
P00705,Max Giardinaggio 285,Giardinaggio,1912.7
P00706,Prime Elettrodomestici 515,Elettrodomestici,321.57
P00707,Max Arredamento 280,Arredamento,1384.53
P00708,Air Giochi 823,Giochi,224.3
P00709,Pro Telefonia 938,Telefonia,469.09
P00710,Mini Abbigliamento 153,Abbigliamento,1767.22
P00711,Prime Elettrodomestici 281,Elettrodomestici,356.84
P00712,Prime Telefonia 737,Telefonia,564.98
P00713,Air Elettrodomestici 528,Elettrodomestici,730.79
P00714,Eco Telefonia 121,Telefonia,807.36
P00715,Lite Bellezza 547,Bellezza,620.09
P00716,Prime Sport 932,Sport,132.99
P00717,Max Elettrodomestici 976,Elettrodomestici,1357.14
P00718,Eco Telefonia 717,Telefonia,867.11
P00719,Plus Giardinaggio 780,Giardinaggio,1206.79
P00720,Eco Abbigliamento 794,Abbigliamento,1861.43
P00721,Smart Arredamento 83,Arredamento,364.29
P00722,Air Telefonia 132,Telefonia,337.6
P00723,Lite Arredamento 742,Arredamento,495.3
P00724,Pro Giochi 520,Giochi,180.57
P00725,Max Elettrodomestici 680,Elettrodomestici,1496.48
P00726,Max Arredamento 383,Arredamento,1096.15
P00727,Prime Arredamento 248,Arredamento,761.16
P00728,Prime Informatica 845,Informatica,1123.93
P00729,Smart Elettrodomestici 744,Elettrodomestici,348.5
P00730,Lite Abbigliamento 394,Abbigliamento,530.42
P00731,Air Telefonia 230,Telefonia,1905.67
P00732,Prime Giochi 166,Giochi,1172.13
P00733,Smart Automotive 129,Automotive,1769.94
P00734,Air Giochi 187,Giochi,1622.25
P00735,Max Abbigliamento 227,Abbigliamento,920.84
P00736,Air Arredamento 395,Arredamento,1116.42
P00737,Prime Telefonia 312,Telefonia,168.66
P00738,Max Sport 891,Sport,1106.1
P00739,Pro Elettrodomestici 367,Elettrodomestici,1779.12
P00740,Pro Elettrodomestici 842,Elettrodomestici,1921.14
P00741,Pro Abbigliamento 943,Abbigliamento,1624.53
P00742,Mini Giardinaggio 131,Giardinaggio,1191.1
P00743,Pro Sport 24,Sport,1318.4
P00744,Smart Sport 632,Sport,524.62
P00745,Smart Elettrodomestici 740,Elettrodomestici,1673.01
P00746,Max Telefonia 200,Telefonia,1190.07
P00747,Eco Elettrodomestici 211,Elettrodomestici,1173.76
P00748,Max Bellezza 790,Bellezza,1360.49
P00749,Air Arredamento 568,Arredamento,1867.71
P00750,Pro Arredamento 20,Arredamento,1236.52
P00751,Eco Arredamento 882,Arredamento,1569.12
P00752,Max Giardinaggio 822,Giardinaggio,1560.34
P00753,Lite Elettrodomestici 847,Elettrodomestici,1274.28
P00754,Prime Informatica 772,Informatica,99.0
P00755,Mini Giardinaggio 161,Giardinaggio,356.14
P00756,Air Elettrodomestici 568,Elettrodomestici,703.14
P00757,Pro Giochi 668,Giochi,616.01
P00758,Lite Elettrodomestici 404,Elettrodomestici,885.75
P00759,Plus Abbigliamento 667,Abbigliamento,581.17
P00760,Lite Sport 536,Sport,1141.6
P00761,Mini Automotive 106,Automotive,970.24
P00762,Prime Telefonia 90,Telefonia,962.12
P00763,Prime Giochi 175,Giochi,578.83
P00764,Plus Automotive 272,Automotive,1889.06
P00765,Max Elettrodomestici 94,Elettrodomestici,230.71
P00766,Plus Automotive 620,Automotive,1797.53
P00767,Max Giochi 23,Giochi,698.43
P00768,Ultra Giardinaggio 211,Giardinaggio,968.87
P00769,Pro Elettrodomestici 174,Elettrodomestici,1558.41
P00770,Mini Automotive 390,Automotive,317.65
P00771,Pro Automotive 685,Automotive,323.71
P00772,Ultra Giardinaggio 196,Giardinaggio,472.18
P00773,Lite Telefonia 757,Telefonia,1909.19
P00774,Ultra Bellezza 180,Bellezza,1669.41
P00775,Air Giochi 710,Giochi,1903.48
P00776,Pro Telefonia 967,Telefonia,604.06
P00777,Plus Abbigliamento 48,Abbigliamento,1018.51
P00778,Prime Informatica 103,Informatica,682.89
P00779,Max Bellezza 3,Bellezza,38.5
P00780,Mini Automotive 82,Automotive,788.61
P00781,Air Abbigliamento 281,Abbigliamento,1068.15
P00782,Eco Elettrodomestici 523,Elettrodomestici,730.88
P00783,Ultra Telefonia 588,Telefonia,1850.46
P00784,Air Elettrodomestici 899,Elettrodomestici,64.06
P00785,Eco Informatica 153,Informatica,433.36
P00786,Lite Sport 21,Sport,1188.12
P00787,Lite Arredamento 425,Arredamento,802.34
P00788,Ultra Arredamento 438,Arredamento,1272.58
P00789,Eco Elettrodomestici 425,Elettrodomestici,1519.44
P00790,Max Elettrodomestici 764,Elettrodomestici,430.81
P00791,Mini Arredamento 950,Arredamento,1539.06
P00792,Air Abbigliamento 130,Abbigliamento,756.66
P00793,Lite Giochi 711,Giochi,16.06
P00794,Eco Arredamento 478,Arredamento,428.38
P00795,Lite Abbigliamento 251,Abbigliamento,548.5
P00796,Ultra Sport 214,Sport,706.43
P00797,Ultra Giochi 286,Giochi,284.49
P00798,Eco Automotive 680,Automotive,363.67
P00799,Air Telefonia 408,Telefonia,465.77
P00800,Prime Informatica 875,Informatica,1635.38
P00801,Prime Sport 37,Sport,1419.96
P00802,Prime Giardinaggio 626,Giardinaggio,1705.19
P00803,Lite Informatica 890,Informatica,1820.6
P00804,Plus Giardinaggio 701,Giardinaggio,1557.73
P00805,Mini Telefonia 21,Telefonia,168.35
P00806,Air Informatica 458,Informatica,1216.65
P00807,Pro Bellezza 152,Bellezza,426.64
P00808,Pro Giochi 501,Giochi,820.7
P00809,Pro Automotive 40,Automotive,820.39
P00810,Air Giardinaggio 511,Giardinaggio,1349.23
P00811,Air Abbigliamento 877,Abbigliamento,109.19
P00812,Lite Giardinaggio 920,Giardinaggio,734.91
P00813,Ultra Arredamento 750,Arredamento,1124.58
P00814,Ultra Abbigliamento 644,Abbigliamento,55.47
P00815,Eco Telefonia 219,Telefonia,794.2
P00816,Smart Giochi 90,Giochi,25.51
P00817,Prime Arredamento 605,Arredamento,1164.7
P00818,Mini Automotive 936,Automotive,1567.53
P00819,Smart Sport 591,Sport,980.53
P00820,Mini Telefonia 501,Telefonia,1253.83
P00821,Smart Elettrodomestici 98,Elettrodomestici,1036.8
P00822,Prime Elettrodomestici 975,Elettrodomestici,861.58
P00823,Prime Bellezza 330,Bellezza,816.2
P00824,Plus Giardinaggio 918,Giardinaggio,405.0
P00825,Eco Sport 496,Sport,1995.97
P00826,Max Sport 703,Sport,1958.56
P00827,Eco Elettrodomestici 8,Elettrodomestici,907.26
P00828,Max Informatica 721,Informatica,1198.81
P00829,Eco Sport 60,Sport,1410.89
P00830,Max Automotive 203,Automotive,116.33
P00831,Smart Automotive 30,Automotive,590.24
P00832,Mini Bellezza 1,Bellezza,1767.35
P00833,Pro Abbigliamento 523,Abbigliamento,615.36
P00834,Eco Informatica 197,Informatica,11.01
P00835,Max Telefonia 483,Telefonia,1462.7
P00836,Plus Arredamento 818,Arredamento,870.18
P00837,Max Sport 812,Sport,720.52
P00838,Eco Sport 813,Sport,1628.7
P00839,Smart Giochi 207,Giochi,1514.94
P00840,Eco Sport 505,Sport,541.33
P00841,Air Elettrodomestici 491,Elettrodomestici,1782.0
P00842,Max Abbigliamento 933,Abbigliamento,1465.92
P00843,Mini Abbigliamento 464,Abbigliamento,876.87
P00844,Eco Giochi 526,Giochi,1957.41
P00845,Plus Giochi 521,Giochi,283.4
P00846,Pro Telefonia 467,Telefonia,1589.6
P00847,Pro Bellezza 938,Bellezza,1282.27
P00848,Eco Giardinaggio 480,Giardinaggio,775.36
P00849,Pro Automotive 150,Automotive,26.13
P00850,Lite Abbigliamento 137,Abbigliamento,650.4
P00851,Prime Informatica 962,Informatica,1535.85
P00852,Pro Informatica 569,Informatica,1977.56
P00853,Smart Bellezza 302,Bellezza,266.25
P00854,Ultra Arredamento 648,Arredamento,982.02
P00855,Air Bellezza 949,Bellezza,490.06
P00856,Mini Abbigliamento 803,Abbigliamento,1112.15
P00857,Max Elettrodomestici 418,Elettrodomestici,576.19
P00858,Mini Automotive 957,Automotive,56.96
P00859,Mini Arredamento 580,Arredamento,1589.65
P00860,Lite Bellezza 932,Bellezza,953.69
P00861,Prime Sport 759,Sport,442.34
P00862,Eco Telefonia 268,Telefonia,85.69
P00863,Plus Bellezza 982,Bellezza,1981.15
P00864,Plus Informatica 701,Informatica,1308.15
P00865,Ultra Giardinaggio 154,Giardinaggio,1431.74
P00866,Smart Sport 425,Sport,671.07
P00867,Max Sport 101,Sport,931.71
P00868,Plus Elettrodomestici 568,Elettrodomestici,1593.11
P00869,Plus Automotive 164,Automotive,687.55
P00870,Pro Telefonia 506,Telefonia,1088.48
P00871,Max Bellezza 609,Bellezza,1776.3
P00872,Mini Automotive 312,Automotive,71.01
P00873,Eco Giardinaggio 676,Giardinaggio,1732.7
P00874,Smart Telefonia 765,Telefonia,400.7
P00875,Plus Informatica 496,Informatica,1752.1
P00876,Plus Sport 414,Sport,1209.55
P00877,Lite Sport 359,Sport,460.77
P00878,Eco Giochi 43,Giochi,1503.15
P00879,Plus Giochi 36,Giochi,1778.37
P00880,Smart Sport 595,Sport,1419.71
P00881,Plus Automotive 569,Automotive,1424.74
P00882,Mini Arredamento 418,Arredamento,266.52
P00883,Ultra Abbigliamento 206,Abbigliamento,1357.03
P00884,Air Bellezza 832,Bellezza,267.25
P00885,Ultra Giochi 806,Giochi,1201.86
P00886,Mini Giochi 13,Giochi,1467.46
P00887,Mini Informatica 972,Informatica,201.23
P00888,Prime Informatica 387,Informatica,1592.99
P00889,Pro Informatica 153,Informatica,1010.29
P00890,Plus Giardinaggio 774,Giardinaggio,1070.13
P00891,Max Bellezza 229,Bellezza,1207.57
P00892,Air Telefonia 256,Telefonia,1899.45
P00893,Lite Giochi 302,Giochi,1937.31
P00894,Lite Telefonia 865,Telefonia,709.31
P00895,Prime Elettrodomestici 425,Elettrodomestici,1277.14
P00896,Plus Telefonia 626,Telefonia,1243.41
P00897,Pro Abbigliamento 890,Abbigliamento,234.06
P00898,Pro Bellezza 579,Bellezza,215.04
P00899,Plus Giochi 996,Giochi,42.72
P00900,Pro Elettrodomestici 210,Elettrodomestici,1760.39
P00901,Max Giardinaggio 455,Giardinaggio,1017.66
P00902,Smart Telefonia 165,Telefonia,929.03
P00903,Prime Telefonia 617,Telefonia,867.76
P00904,Prime Abbigliamento 228,Abbigliamento,823.1
P00905,Lite Telefonia 782,Telefonia,334.88
P00906,Max Giardinaggio 716,Giardinaggio,1991.44
P00907,Ultra Arredamento 95,Arredamento,113.28
P00908,Prime Automotive 659,Automotive,1298.22
P00909,Plus Elettrodomestici 674,Elettrodomestici,1928.71
P00910,Lite Informatica 370,Informatica,260.57
P00911,Plus Informatica 20,Informatica,34.95
P00912,Lite Arredamento 770,Arredamento,1835.18
P00913,Air Sport 508,Sport,1177.55
P00914,Eco Abbigliamento 318,Abbigliamento,1889.78
P00915,Max Telefonia 324,Telefonia,864.52
P00916,Air Giochi 715,Giochi,1341.41
P00917,Ultra Giardinaggio 403,Giardinaggio,1081.44
P00918,Max Telefonia 828,Telefonia,153.37
P00919,Pro Abbigliamento 515,Abbigliamento,1932.89
P00920,Lite Arredamento 859,Arredamento,1085.76
P00921,Max Giardinaggio 155,Giardinaggio,1230.61
P00922,Plus Arredamento 521,Arredamento,742.07
P00923,Smart Telefonia 763,Telefonia,946.35
P00924,Lite Informatica 239,Informatica,862.05
P00925,Smart Telefonia 847,Telefonia,1283.98
P00926,Eco Automotive 353,Automotive,1660.4
P00927,Mini Giochi 101,Giochi,666.81
P00928,Smart Informatica 569,Informatica,1819.33
P00929,Prime Giardinaggio 511,Giardinaggio,1196.17
P00930,Plus Giochi 801,Giochi,1849.55
P00931,Max Giochi 958,Giochi,671.55
P00932,Pro Sport 316,Sport,264.24
P00933,Eco Giardinaggio 452,Giardinaggio,1452.38
P00934,Plus Abbigliamento 270,Abbigliamento,1542.71
P00935,Eco Telefonia 143,Telefonia,1253.95
P00936,Mini Giardinaggio 166,Giardinaggio,813.42
P00937,Lite Giardinaggio 452,Giardinaggio,1033.67
P00938,Air Elettrodomestici 990,Elettrodomestici,399.94
P00939,Ultra Giochi 404,Giochi,540.84
P00940,Air Giardinaggio 43,Giardinaggio,264.42
P00941,Lite Automotive 132,Automotive,134.52
P00942,Pro Bellezza 656,Bellezza,1028.82
P00943,Prime Abbigliamento 639,Abbigliamento,1069.11
P00944,Lite Bellezza 837,Bellezza,1930.85
P00945,Mini Abbigliamento 102,Abbigliamento,1723.84
P00946,Max Giochi 840,Giochi,678.0
P00947,Air Giochi 357,Giochi,1556.84
P00948,Max Bellezza 312,Bellezza,1395.73
P00949,Ultra Sport 806,Sport,1465.26
P00950,Ultra Giochi 566,Giochi,579.5
P00951,Plus Giardinaggio 678,Giardinaggio,1810.61
P00952,Mini Bellezza 667,Bellezza,1064.56
P00953,Plus Telefonia 970,Telefonia,438.88
P00954,Pro Bellezza 26,Bellezza,1863.5
P00955,Ultra Elettrodomestici 423,Elettrodomestici,327.82
P00956,Lite Telefonia 973,Telefonia,574.35
P00957,Air Bellezza 16,Bellezza,1864.31
P00958,Eco Bellezza 517,Bellezza,1894.43
P00959,Ultra Giochi 497,Giochi,137.47
P00960,Prime Automotive 989,Automotive,83.97
P00961,Eco Telefonia 644,Telefonia,740.43
P00962,Max Informatica 15,Informatica,517.84
P00963,Plus Elettrodomestici 193,Elettrodomestici,71.3
P00964,Plus Arredamento 537,Arredamento,1588.88
P00965,Eco Informatica 546,Informatica,733.8
P00966,Eco Giochi 465,Giochi,1973.4
P00967,Lite Sport 964,Sport,10.29
P00968,Pro Arredamento 551,Arredamento,250.78
P00969,Pro Elettrodomestici 645,Elettrodomestici,41.44
P00970,Lite Arredamento 441,Arredamento,488.56
P00971,Plus Informatica 417,Informatica,1629.23
P00972,Plus Giardinaggio 163,Giardinaggio,891.17
P00973,Prime Giochi 641,Giochi,1569.59
P00974,Max Telefonia 653,Telefonia,1201.02
P00975,Pro Giochi 860,Giochi,345.76
P00976,Plus Informatica 109,Informatica,1470.01
P00977,Plus Arredamento 497,Arredamento,104.62
