ID Vendita,Data Vendita,ID Prodotto,ID Cliente,Quantità,Prezzo Unitario,Importo Totale
S00467,14/08/2024,P00190,C1003,17,980.25,16664.25
S00468,01/11/2023,P00025,C1054,4,331.08,1324.32
S00469,23/08/2024,P00055,C1098,14,366.85,5135.9
S00470,08/10/2024,P00111,C1062,10,331.87,3318.7
S00471,02/04/2024,P00088,C1044,16,637.46,10199.36
S00472,30/04/2024,P00018,C1060,10,797.79,7977.9
S00473,03/10/2024,P00149,C1069,13,132.81,1726.53
S00474,13/03/2024,P00272,C1084,2,354.4,708.8
S00475,07/11/2023,P00097,C1035,3,321.14,963.42
S00476,29/11/2023,P00222,C1073,2,123.25,246.5
S00477,18/07/2024,P00159,C1093,14,344.71,4825.94
S00478,02/05/2024,P00143,C1003,2,879.24,1758.48
S00479,16/09/2024,P00130,C1016,17,560.73,9532.41
S00480,20/05/2024,P00125,C1008,9,834.19,7507.71
S00481,20/05/2024,P00074,C1095,7,203.11,1421.77
S00482,21/12/2023,P00097,C1007,7,321.14,2247.98
S00483,22/11/2023,P00166,C1086,2,965.87,1931.74
S00484,07/07/2024,P00054,C1041,14,254.64,3564.96
S00485,07/07/2024,P00155,C1051,6,229.01,1374.06
S00486,21/10/2024,P00228,C1079,15,182.74,2741.1
S00487,10/09/2024,P00044,C1027,13,668.45,8689.85
S00488,11/06/2024,P00133,C1003,3,811.35,2434.05
S00489,26/03/2024,P00209,C1088,13,181.61,2360.93
S00490,26/07/2024,P00115,C1028,13,960.63,12488.19
S00491,02/01/2024,P00060,C1076,7,670.8,4695.6
S00492,31/01/2024,P00252,C1036,5,87.98,439.9
S00493,29/09/2024,P00272,C1004,19,354.4,6733.6
S00494,02/10/2024,P00130,C1077,7,560.73,3925.11
S00495,06/09/2024,P00178,C1074,9,917.53,8257.77
S00496,14/01/2024,P00097,C1017,1,321.14,321.14
S00497,02/02/2024,P00242,C1083,20,584.15,11683.0
S00498,06/06/2024,P00224,C1023,17,781.41,13283.97
S00499,02/02/2024,P00075,C1023,9,978.04,8802.36
S00500,16/07/2024,P00061,C1067,14,514.48,7202.72
S00501,21/01/2024,P00284,C1060,17,55.48,943.16
S00502,15/08/2024,P00010,C1095,16,191.43,3062.88
S00503,06/12/2023,P00070,C1050,16,346.62,5545.92
S00504,22/12/2023,P00022,C1023,1,503.78,503.78
S00505,26/10/2023,P00186,C1081,11,701.83,7720.13
S00506,21/05/2024,P00277,C1008,3,497.36,1492.08
S00507,16/05/2024,P00203,C1042,1,665.0,665.0
S00508,19/05/2024,P00047,C1093,11,727.47,8002.17
S00509,26/04/2024,P00142,C1025,11,328.27,3610.97
S00510,21/05/2024,P00081,C1046,10,227.87,2278.7
S00511,04/05/2024,P00210,C1067,20,251.91,5038.2
S00512,29/08/2024,P00248,C1009,13,679.35,8831.55
S00513,23/04/2024,P00192,C1007,9,44.33,398.97
S00514,27/02/2024,P00122,C1046,18,188.04,3384.72
S00515,06/06/2024,P00042,C1042,13,256.23,3330.99
S00516,08/07/2024,P00056,C1025,15,169.47,2542.05
S00517,08/02/2024,P00092,C1035,12,624.8,7497.6
S00518,09/06/2024,P00052,C1100,14,912.78,12778.92
S00519,04/02/2024,P00223,C1074,18,991.69,17850.42
S00520,02/04/2024,P00201,C1028,10,892.96,8929.6
S00521,31/12/2023,P00262,C1047,15,480.14,7202.1
S00522,17/05/2024,P00147,C1058,2,550.03,1100.06
S00523,29/04/2024,P00253,C1083,3,344.38,1033.14
S00524,01/08/2024,P00224,C1095,2,781.41,1562.82
S00525,12/12/2023,P00125,C1022,9,834.19,7507.71
S00526,06/02/2024,P00123,C1010,20,213.97,4279.4
S00527,03/10/2024,P00228,C1080,5,182.74,913.7
S00528,24/01/2024,P00271,C1027,11,255.76,2813.36
S00529,11/06/2024,P00200,C1039,16,835.6,13369.6
S00530,28/09/2024,P00192,C1008,16,44.33,709.28
S00531,18/01/2024,P00162,C1100,11,109.34,1202.74
S00532,30/07/2024,P00035,C1034,10,837.94,8379.4
S00533,24/02/2024,P00176,C1079,14,621.19,8696.66
S00534,10/03/2024,P00120,C1071,10,474.78,4747.8
S00535,28/01/2024,P00012,C1083,10,631.5,6315.0
S00536,23/07/2024,P00296,C1066,4,969.27,3877.08
S00537,16/07/2024,P00224,C1031,7,781.41,5469.87
S00538,06/12/2023,P00188,C1060,19,687.6,13064.4
S00539,26/08/2024,P00073,C1005,16,968.21,15491.36
S00540,29/08/2024,P00078,C1068,20,890.39,17807.8
S00541,07/02/2024,P00210,C1095,3,251.91,755.73
S00542,26/09/2024,P00032,C1055,20,63.57,1271.4
S00543,03/10/2024,P00017,C1010,4,976.27,3905.08
S00544,28/08/2024,P00098,C1023,13,11.07,143.91
S00545,06/08/2024,P00253,C1033,16,344.38,5510.08
S00546,27/12/2023,P00231,C1081,7,527.83,3694.81
S00547,12/05/2024,P00235,C1070,10,600.78,6007.8
S00548,16/02/2024,P00096,C1098,6,838.06,5028.36
S00549,13/06/2024,P00284,C1090,14,55.48,776.72
S00550,05/07/2024,P00079,C1018,3,202.11,606.33
S00551,26/11/2023,P00101,C1049,19,851.25,16173.75
S00552,21/06/2024,P00192,C1033,2,44.33,88.66
S00553,27/01/2024,P00222,C1020,10,123.25,1232.5
S00554,02/04/2024,P00211,C1030,17,750.83,12764.11
S00555,08/05/2024,P00082,C1077,19,323.73,6150.87
S00556,25/09/2024,P00103,C1026,5,731.98,3659.9
S00557,30/03/2024,P00116,C1036,1,345.16,345.16
S00558,17/11/2023,P00225,C1089,10,525.37,5253.7
S00559,01/08/2024,P00279,C1058,18,214.69,3864.42
S00560,23/03/2024,P00103,C1046,20,731.98,14639.6
S00561,21/08/2024,P00008,C1013,17,602.85,10248.45
S00562,25/04/2024,P00034,C1002,9,34.37,309.33
S00563,11/11/2023,P00050,C1002,15,640.37,9605.55
S00564,29/10/2023,P00021,C1019,1,504.66,504.66
S00565,04/08/2024,P00242,C1005,15,584.15,8762.25
S00566,12/05/2024,P00146,C1065,2,772.34,1544.68
S00567,18/12/2023,P00123,C1085,4,213.97,855.88
S00568,16/11/2023,P00077,C1030,9,612.93,5516.37
S00569,23/01/2024,P00035,C1088,4,837.94,3351.76
S00570,28/07/2024,P00225,C1006,8,525.37,4202.96
S00571,22/07/2024,P00031,C1055,2,543.77,1087.54
S00572,07/09/2024,P00206,C1020,20,121.94,2438.8
S00573,11/01/2024,P00207,C1062,12,688.48,8261.76
S00574,12/01/2024,P00059,C1066,14,700.4,9805.6
S00575,28/08/2024,P00159,C1090,2,344.71,689.42
S00576,21/10/2024,P00236,C1065,13,450.53,5856.89
S00577,16/05/2024,P00105,C1032,15,532.52,7987.8
S00578,03/12/2023,P00199,C1031,17,195.65,3326.05
S00579,28/09/2024,P00159,C1014,4,344.71,1378.84
S00580,23/04/2024,P00290,C1066,3,780.79,2342.37
S00581,26/05/2024,P00196,C1071,16,443.12,7089.92
S00582,05/06/2024,P00285,C1072,14,259.72,3636.08
S00583,03/11/2023,P00153,C1065,20,618.41,12368.2
S00584,15/07/2024,P00277,C1097,8,497.36,3978.88
S00585,11/08/2024,P00121,C1030,14,781.09,10935.26
S00586,02/11/2023,P00293,C1063,14,832.93,11661.02
S00587,08/08/2024,P00078,C1010,1,890.39,890.39
S00588,24/12/2023,P00288,C1063,20,443.72,8874.4
S00589,11/03/2024,P00202,C1064,1,346.41,346.41
S00590,01/04/2024,P00251,C1064,15,101.11,1516.65
S00591,23/05/2024,P00089,C1094,13,28.18,366.34
S00592,01/01/2024,P00037,C1012,20,456.23,9124.6
S00593,24/06/2024,P00209,C1011,20,181.61,3632.2
S00594,17/07/2024,P00168,C1096,11,778.38,8562.18
S00595,19/06/2024,P00138,C1096,15,369.82,5547.3
S00596,17/07/2024,P00187,C1037,14,49.97,699.58
S00597,29/06/2024,P00083,C1090,14,665.31,9314.34
S00598,18/12/2023,P00122,C1028,15,188.04,2820.6
S00599,25/11/2023,P00236,C1079,3,450.53,1351.59
S00600,19/06/2024,P00078,C1067,8,890.39,7123.12
S00601,03/09/2024,P00260,C1056,4,522.65,2090.6
S00602,07/02/2024,P00134,C1013,14,967.69,13547.66
S00603,25/05/2024,P00252,C1033,1,87.98,87.98
S00604,04/02/2024,P00042,C1015,9,256.23,2306.07
S00605,11/01/2024,P00266,C1095,16,767.35,12277.6
S00606,19/06/2024,P00138,C1011,6,369.82,2218.92
S00607,02/10/2024,P00003,C1093,14,294.21,4118.94
S00608,26/06/2024,P00123,C1085,14,213.97,2995.58
S00609,03/07/2024,P00136,C1095,19,483.37,9184.03
S00610,23/04/2024,P00203,C1028,2,665.0,1330.0
S00611,04/03/2024,P00249,C1057,14,378.02,5292.28
S00612,22/03/2024,P00087,C1027,8,708.04,5664.32
S00613,05/10/2024,P00156,C1068,4,914.78,3659.12
S00614,08/07/2024,P00105,C1073,10,532.52,5325.2
S00615,19/06/2024,P00281,C1007,14,548.26,7675.64
S00616,05/11/2023,P00292,C1010,4,672.73,2690.92
S00617,16/09/2024,P00112,C1053,9,351.3,3161.7
S00618,31/12/2023,P00268,C1067,1,789.84,789.84
S00619,06/01/2024,P00077,C1017,6,612.93,3677.58
S00620,13/10/2024,P00011,C1063,14,336.37,4709.18
S00621,14/12/2023,P00215,C1037,4,293.44,1173.76
S00622,17/06/2024,P00016,C1057,12,686.56,8238.72
S00623,04/03/2024,P00266,C1014,13,767.35,9975.55
S00624,05/06/2024,P00129,C1027,7,844.39,5910.73
S00625,08/12/2023,P00048,C1007,7,668.73,4681.11
S00626,18/12/2023,P00240,C1002,7,753.81,5276.67
S00627,01/02/2024,P00294,C1013,14,317.07,4438.98
S00628,11/03/2024,P00286,C1064,1,845.06,845.06
S00629,23/11/2023,P00043,C1091,6,178.92,1073.52
S00630,24/04/2024,P00293,C1098,10,832.93,8329.3
S00631,25/06/2024,P00247,C1009,12,749.21,8990.52
S00632,31/03/2024,P00156,C1058,13,914.78,11892.14
S00633,20/02/2024,P00071,C1100,10,812.64,8126.4
S00634,23/02/2024,P00088,C1025,11,637.46,7012.06
S00635,12/09/2024,P00239,C1078,15,328.94,4934.1
S00636,02/10/2024,P00121,C1010,6,781.09,4686.54
S00637,16/05/2024,P00159,C1074,19,344.71,6549.49
S00638,06/01/2024,P00111,C1098,19,331.87,6305.53
S00639,15/01/2024,P00099,C1084,1,369.01,369.01
S00640,29/08/2024,P00263,C1048,20,804.73,16094.6
S00641,01/06/2024,P00287,C1052,4,613.46,2453.84
S00642,12/06/2024,P00123,C1006,7,213.97,1497.79
S00643,13/05/2024,P00066,C1037,17,997.41,16955.97
S00644,18/05/2024,P00124,C1004,6,506.81,3040.86
S00645,12/10/2024,P00054,C1033,19,254.64,4838.16
S00646,19/04/2024,P00063,C1012,3,431.76,1295.28
S00647,29/08/2024,P00272,C1005,5,354.4,1772.0
S00648,28/02/2024,P00215,C1029,11,293.44,3227.84
S00649,24/08/2024,P00099,C1051,14,369.01,5166.14
S00650,08/08/2024,P00177,C1073,14,602.67,8437.38
S00651,22/05/2024,P00092,C1098,12,624.8,7497.6
S00652,30/06/2024,P00269,C1097,2,713.2,1426.4
S00653,09/12/2023,P00256,C1026,15,477.55,7163.25
S00654,29/08/2024,P00020,C1071,8,785.81,6286.48
S00655,21/12/2023,P00113,C1043,8,528.51,4228.08
S00656,26/08/2024,P00215,C1027,11,293.44,3227.84
S00657,21/01/2024,P00016,C1096,10,686.56,6865.6
S00658,03/12/2023,P00055,C1021,16,366.85,5869.6
S00659,17/04/2024,P00157,C1082,3,807.6,2422.8
S00660,02/02/2024,P00286,C1063,10,845.06,8450.6
S00661,22/08/2024,P00136,C1008,19,483.37,9184.03
S00662,13/02/2024,P00019,C1029,3,697.46,2092.38
S00663,24/01/2024,P00144,C1063,4,596.3,2385.2
S00664,25/03/2024,P00296,C1054,18,969.27,17446.86
S00665,01/01/2024,P00042,C1027,9,256.23,2306.07
S00666,18/03/2024,P00064,C1055,6,874.85,5249.1
S00667,09/09/2024,P00120,C1007,9,474.78,4273.02
S00668,14/02/2024,P00021,C1005,5,504.66,2523.3
S00669,09/04/2024,P00241,C1017,12,528.6,6343.2
S00670,23/08/2024,P00183,C1089,6,250.86,1505.16
S00671,13/07/2024,P00293,C1099,17,832.93,14159.81
S00672,31/01/2024,P00138,C1066,5,369.82,1849.1
S00673,17/06/2024,P00132,C1094,5,317.74,1588.7
S00674,14/04/2024,P00296,C1056,7,969.27,6784.89
S00675,27/06/2024,P00235,C1008,6,600.78,3604.68
S00676,12/07/2024,P00105,C1079,8,532.52,4260.16
S00677,04/04/2024,P00072,C1032,1,173.52,173.52
S00678,11/09/2024,P00174,C1035,6,731.1,4386.6
S00679,05/06/2024,P00113,C1023,19,528.51,10041.69
S00680,14/01/2024,P00028,C1002,8,499.78,3998.24
S00681,28/05/2024,P00017,C1031,1,976.27,976.27
S00682,25/09/2024,P00065,C1027,11,328.73,3616.03
S00683,13/06/2024,P00274,C1015,11,482.21,5304.31
S00684,01/11/2023,P00191,C1053,16,284.95,4559.2
S00685,25/12/2023,P00209,C1032,12,181.61,2179.32
S00686,14/06/2024,P00127,C1003,2,596.5,1193.0
S00687,12/02/2024,P00113,C1035,8,528.51,4228.08
S00688,18/02/2024,P00075,C1044,16,978.04,15648.64
S00689,27/08/2024,P00139,C1068,15,321.54,4823.1
S00690,03/04/2024,P00296,C1071,2,969.27,1938.54
S00691,16/06/2024,P00081,C1066,8,227.87,1822.96
S00692,04/08/2024,P00112,C1091,6,351.3,2107.8
S00693,18/09/2024,P00241,C1066,14,528.6,7400.4
S00694,03/11/2023,P00225,C1090,15,525.37,7880.55
S00695,28/04/2024,P00067,C1085,4,471.86,1887.44
S00696,07/02/2024,P00178,C1088,7,917.53,6422.71
S00697,14/11/2023,P00277,C1011,20,497.36,9947.2
S00698,02/03/2024,P00238,C1091,11,466.15,5127.65
S00699,09/09/2024,P00156,C1003,1,914.78,914.78
S00700,05/07/2024,P00112,C1095,13,351.3,4566.9
S00701,04/01/2024,P00129,C1088,10,844.39,8443.9
S00702,02/09/2024,P00185,C1039,16,561.84,8989.44
S00703,29/01/2024,P00128,C1096,19,659.71,12534.49
S00704,24/05/2024,P00158,C1026,17,341.41,5803.97
S00705,09/04/2024,P00060,C1047,18,670.8,12074.4
S00706,22/01/2024,P00272,C1008,11,354.4,3898.4
S00707,10/09/2024,P00021,C1004,4,504.66,2018.64
S00708,04/05/2024,P00215,C1093,7,293.44,2054.08
S00709,14/08/2024,P00285,C1097,14,259.72,3636.08
S00710,27/02/2024,P00024,C1062,6,355.75,2134.5
S00711,09/07/2024,P00286,C1020,17,845.06,14366.02
S00712,12/01/2024,P00175,C1078,9,458.77,4128.93
S00713,06/10/2024,P00202,C1010,15,346.41,5196.15
S00714,18/03/2024,P00136,C1056,20,483.37,9667.4
S00715,07/02/2024,P00182,C1095,5,18.96,94.8
S00716,19/11/2023,P00187,C1002,20,49.97,999.4
S00717,15/10/2024,P00109,C1050,17,64.48,1096.16
S00718,23/01/2024,P00040,C1095,11,185.87,2044.57
S00719,10/11/2023,P00245,C1046,1,394.23,394.23
S00720,23/06/2024,P00199,C1026,14,195.65,2739.1
S00721,15/09/2024,P00190,C1063,14,980.25,13723.5
S00722,27/09/2024,P00099,C1011,15,369.01,5535.15
S00723,02/03/2024,P00250,C1050,11,853.34,9386.74
S00724,27/09/2024,P00030,C1067,16,417.74,6683.84
S00725,05/07/2024,P00198,C1090,9,187.83,1690.47
S00726,02/11/2023,P00139,C1058,14,321.54,4501.56
S00727,26/08/2024,P00283,C1083,7,753.52,5274.64
S00728,15/02/2024,P00009,C1090,7,567.65,3973.55
S00729,03/11/2023,P00142,C1091,4,328.27,1313.08
S00730,26/09/2024,P00050,C1049,13,640.37,8324.81
S00731,29/07/2024,P00163,C1042,2,301.43,602.86
S00732,24/05/2024,P00134,C1004,20,967.69,19353.8
S00733,15/05/2024,P00020,C1080,9,785.81,7072.29
S00734,07/09/2024,P00078,C1061,12,890.39,10684.68
S00735,30/04/2024,P00239,C1095,4,328.94,1315.76
S00736,26/07/2024,P00131,C1094,13,51.19,665.47
S00737,07/01/2024,P00256,C1096,4,477.55,1910.2
S00738,11/04/2024,P00246,C1067,4,207.35,829.4
S00739,27/08/2024,P00051,C1036,2,798.0,1596.0
S00740,19/08/2024,P00019,C1013,8,697.46,5579.68
S00741,11/12/2023,P00064,C1011,11,874.85,9623.35
S00742,24/08/2024,P00045,C1085,2,876.87,1753.74
S00743,29/03/2024,P00192,C1053,5,44.33,221.65
S00744,01/02/2024,P00104,C1004,16,450.29,7204.64
S00745,30/05/2024,P00207,C1049,5,688.48,3442.4
S00746,17/02/2024,P00072,C1013,11,173.52,1908.72
S00747,29/12/2023,P00178,C1045,1,917.53,917.53
S00748,14/08/2024,P00112,C1090,17,351.3,5972.1
S00749,12/02/2024,P00049,C1021,12,494.31,5931.72
S00750,18/08/2024,P00247,C1014,14,749.21,10488.94
S00751,25/12/2023,P00143,C1049,4,879.24,3516.96
S00752,09/10/2024,P00017,C1057,2,976.27,1952.54
S00753,29/11/2023,P00100,C1077,3,311.0,933.0
S00754,22/11/2023,P00015,C1045,1,674.85,674.85
S00755,01/03/2024,P00033,C1051,10,656.97,6569.7
S00756,19/06/2024,P00269,C1021,18,713.2,12837.6
S00757,21/11/2023,P00245,C1037,5,394.23,1971.15
S00758,04/09/2024,P00039,C1022,5,268.22,1341.1
S00759,11/03/2024,P00063,C1097,6,431.76,2590.56
S00760,28/03/2024,P00121,C1078,20,781.09,15621.8
S00761,10/04/2024,P00194,C1086,12,153.3,1839.6
S00762,29/10/2023,P00195,C1007,3,292.17,876.51
S00763,13/11/2023,P00293,C1007,15,832.93,12493.95
S00764,15/12/2023,P00173,C1045,2,522.52,1045.04
S00765,21/01/2024,P00004,C1036,1,661.85,661.85
S00766,28/06/2024,P00285,C1014,11,259.72,2856.92
S00767,06/03/2024,P00169,C1085,4,709.22,2836.88
S00768,14/03/2024,P00294,C1087,5,317.07,1585.35
S00769,19/11/2023,P00186,C1083,14,701.83,9825.62
S00770,09/05/2024,P00255,C1070,13,93.28,1212.64
S00771,22/03/2024,P00244,C1038,5,723.16,3615.8
S00772,23/03/2024,P00285,C1049,9,259.72,2337.48
S00773,01/01/2024,P00298,C1069,3,414.77,1244.31
S00774,24/11/2023,P00166,C1077,5,965.87,4829.35
S00775,07/06/2024,P00221,C1002,12,673.36,8080.32
S00776,13/09/2024,P00221,C1010,6,673.36,4040.16
S00777,28/11/2023,P00074,C1049,8,203.11,1624.88
S00778,01/03/2024,P00046,C1056,4,935.87,3743.48
S00779,19/05/2024,P00083,C1077,1,665.31,665.31
S00780,05/01/2024,P00128,C1025,7,659.71,4617.97
S00781,11/03/2024,P00252,C1012,13,87.98,1143.74
S00782,26/05/2024,P00158,C1048,13,341.41,4438.33
S00783,22/11/2023,P00066,C1004,12,997.41,11968.92
S00784,02/05/2024,P00106,C1074,3,672.54,2017.62
S00785,23/06/2024,P00079,C1049,18,202.11,3637.98
S00786,28/09/2024,P00255,C1027,5,93.28,466.4
S00787,10/12/2023,P00182,C1035,4,18.96,75.84
S00788,01/06/2024,P00152,C1033,9,32.67,294.03
S00789,07/07/2024,P00088,C1074,3,637.46,1912.38
S00790,10/08/2024,P00231,C1087,3,527.83,1583.49
S00791,25/09/2024,P00062,C1065,14,689.14,9647.96
S00792,25/02/2024,P00113,C1016,9,528.51,4756.59
S00793,22/03/2024,P00299,C1100,10,345.45,3454.5
S00794,23/01/2024,P00062,C1026,13,689.14,8958.82
S00795,10/01/2024,P00256,C1026,12,477.55,5730.6
S00796,18/12/2023,P00003,C1059,3,294.21,882.63
S00797,21/05/2024,P00274,C1040,2,482.21,964.42
S00798,05/06/2024,P00133,C1034,17,811.35,13792.95
S00799,22/07/2024,P00134,C1086,20,967.69,19353.8
S00800,26/12/2023,P00087,C1073,5,708.04,3540.2
S00801,06/04/2024,P00102,C1027,4,570.92,2283.68
S00802,29/12/2023,P00173,C1083,10,522.52,5225.2
S00803,14/10/2024,P00032,C1005,1,63.57,63.57
S00804,07/03/2024,P00206,C1022,15,121.94,1829.1
S00805,05/11/2023,P00028,C1071,16,499.78,7996.48
S00806,27/11/2023,P00063,C1073,15,431.76,6476.4
S00807,16/10/2024,P00215,C1083,3,293.44,880.32
S00808,12/08/2024,P00036,C1018,9,228.4,2055.6
S00809,09/02/2024,P00086,C1065,1,45.37,45.37
S00810,26/10/2023,P00048,C1035,12,668.73,8024.76
S00811,15/01/2024,P00222,C1033,8,123.25,986.0
S00812,02/12/2023,P00019,C1046,6,697.46,4184.76
S00813,02/09/2024,P00250,C1083,20,853.34,17066.8
S00814,17/06/2024,P00153,C1070,1,618.41,618.41
S00815,17/08/2024,P00044,C1073,1,668.45,668.45
S00816,31/01/2024,P00157,C1036,17,807.6,13729.2
S00817,11/02/2024,P00195,C1037,5,292.17,1460.85
S00818,14/06/2024,P00114,C1039,5,330.08,1650.4
S00819,17/06/2024,P00288,C1014,15,443.72,6655.8
S00820,08/05/2024,P00100,C1010,11,311.0,3421.0
S00821,28/07/2024,P00035,C1095,15,837.94,12569.1
S00822,29/04/2024,P00152,C1057,2,32.67,65.34
S00823,13/06/2024,P00151,C1061,10,169.77,1697.7
S00824,06/11/2023,P00206,C1086,8,121.94,975.52
S00825,09/02/2024,P00111,C1053,13,331.87,4314.31
S00826,08/02/2024,P00191,C1005,7,284.95,1994.65
S00827,27/07/2024,P00195,C1060,8,292.17,2337.36
S00828,06/10/2024,P00288,C1060,9,443.72,3993.48
S00829,15/05/2024,P00153,C1016,3,618.41,1855.23
S00830,11/12/2023,P00258,C1084,16,100.62,1609.92
S00831,03/12/2023,P00273,C1096,16,472.98,7567.68
S00832,19/02/2024,P00256,C1097,19,477.55,9073.45
S00833,05/01/2024,P00177,C1080,6,602.67,3616.02
S00834,29/05/2024,P00034,C1097,1,34.37,34.37
S00835,22/05/2024,P00133,C1068,16,811.35,12981.6
S00836,17/04/2024,P00291,C1007,9,88.59,797.31
S00837,01/06/2024,P00093,C1035,4,363.4,1453.6
S00838,23/01/2024,P00173,C1010,11,522.52,5747.72
S00839,30/08/2024,P00260,C1025,15,522.65,7839.75
S00840,19/10/2024,P00083,C1100,18,665.31,11975.58
S00841,03/07/2024,P00053,C1020,2,194.78,389.56
S00842,09/09/2024,P00209,C1058,17,181.61,3087.37
S00843,07/07/2024,P00142,C1048,6,328.27,1969.62
S00844,21/10/2024,P00076,C1036,8,616.81,4934.48
S00845,26/02/2024,P00111,C1055,2,331.87,663.74
S00846,11/03/2024,P00227,C1059,5,334.94,1674.7
S00847,23/11/2023,P00101,C1070,6,851.25,5107.5
S00848,07/10/2024,P00079,C1083,2,202.11,404.22
S00849,25/08/2024,P00298,C1064,18,414.77,7465.86
S00850,15/05/2024,P00166,C1080,12,965.87,11590.44
S00851,14/05/2024,P00104,C1011,7,450.29,3152.03
S00852,05/07/2024,P00066,C1052,9,997.41,8976.69
S00853,28/02/2024,P00123,C1076,7,213.97,1497.79
S00854,23/03/2024,P00248,C1082,19,679.35,12907.65
S00855,12/10/2024,P00053,C1061,13,194.78,2532.14
S00856,30/11/2023,P00123,C1058,15,213.97,3209.55
S00857,17/06/2024,P00231,C1021,16,527.83,8445.28
S00858,24/04/2024,P00290,C1049,6,780.79,4684.74
S00859,16/03/2024,P00201,C1008,1,892.96,892.96
S00860,19/04/2024,P00087,C1064,9,708.04,6372.36
S00861,12/10/2024,P00222,C1028,20,123.25,2465.0
S00862,19/11/2023,P00232,C1084,19,504.67,9588.73
S00863,31/05/2024,P00038,C1026,2,913.52,1827.04
S00864,08/09/2024,P00072,C1071,15,173.52,2602.8
S00865,13/08/2024,P00168,C1041,11,778.38,8562.18
S00866,24/10/2023,P00238,C1050,13,466.15,6059.95
S00867,19/05/2024,P00199,C1007,12,195.65,2347.8
S00868,15/12/2023,P00024,C1029,15,355.75,5336.25
S00869,18/02/2024,P00100,C1090,2,311.0,622.0
S00870,20/04/2024,P00189,C1021,14,146.53,2051.42
S00871,11/05/2024,P00168,C1083,18,778.38,14010.84
S00872,22/08/2024,P00222,C1045,4,123.25,493.0
S00873,22/03/2024,P00256,C1092,19,477.55,9073.45
S00874,26/07/2024,P00071,C1078,14,812.64,11376.96
S00875,15/01/2024,P00095,C1068,18,86.94,1564.92
S00876,16/09/2024,P00231,C1012,10,527.83,5278.3
S00877,27/08/2024,P00031,C1075,18,543.77,9787.86
S00878,28/08/2024,P00158,C1042,2,341.41,682.82
S00879,10/07/2024,P00238,C1070,5,466.15,2330.75
S00880,30/07/2024,P00100,C1026,4,311.0,1244.0
S00881,27/04/2024,P00292,C1071,2,672.73,1345.46
S00882,19/03/2024,P00113,C1069,4,528.51,2114.04
S00883,22/05/2024,P00150,C1068,16,343.73,5499.68
S00884,19/03/2024,P00014,C1013,8,403.16,3225.28
S00885,17/03/2024,P00156,C1073,1,914.78,914.78
S00886,18/04/2024,P00081,C1052,4,227.87,911.48
S00887,19/09/2024,P00209,C1057,2,181.61,363.22
S00888,01/12/2023,P00167,C1092,12,183.97,2207.64
S00889,12/04/2024,P00080,C1084,19,643.54,12227.26
S00890,02/06/2024,P00071,C1074,15,812.64,12189.6
S00891,18/05/2024,P00221,C1028,15,673.36,10100.4
S00892,22/10/2024,P00041,C1026,10,495.31,4953.1
S00893,08/03/2024,P00267,C1010,14,276.84,3875.76
S00894,15/10/2024,P00238,C1086,19,466.15,8856.85
S00895,09/01/2024,P00258,C1056,5,100.62,503.1
S00896,26/11/2023,P00137,C1004,18,944.41,16999.38
S00897,29/05/2024,P00004,C1051,12,661.85,7942.2
S00898,02/11/2023,P00149,C1019,8,132.81,1062.48
S00899,24/10/2023,P00225,C1063,6,525.37,3152.22
S00900,17/02/2024,P00113,C1038,1,528.51,528.51
S00901,13/04/2024,P00032,C1097,9,63.57,572.13
S00902,12/06/2024,P00046,C1098,2,935.87,1871.74
S00903,16/10/2024,P00280,C1086,15,476.55,7148.25
S00904,25/07/2024,P00211,C1040,14,750.83,10511.62
S00905,03/04/2024,P00104,C1020,4,450.29,1801.16
S00906,24/09/2024,P00071,C1050,9,812.64,7313.76
S00907,28/12/2023,P00299,C1034,8,345.45,2763.6
S00908,12/08/2024,P00144,C1029,14,596.3,8348.2
S00909,13/10/2024,P00022,C1071,16,503.78,8060.48
S00910,29/03/2024,P00182,C1054,18,18.96,341.28
S00911,15/06/2024,P00219,C1096,13,202.95,2638.35
S00912,29/12/2023,P00234,C1060,7,345.33,2417.31
S00913,01/10/2024,P00105,C1083,1,532.52,532.52
S00914,16/06/2024,P00155,C1023,16,229.01,3664.16
S00915,15/01/2024,P00165,C1054,20,428.77,8575.4
S00916,05/07/2024,P00236,C1039,19,450.53,8560.07
